79,"vt. 装饰；布置；授勋给
vi. 装饰；布置"
80,n. 茉莉；淡黄色
81,"n. 灌木；矮树丛
adj. 如灌木般长得低矮的；粗野的
vt. 以灌木装饰；使…精疲力竭
vi. 丛生；浓密地生长"
82,"n. 藤；葡萄树；藤本植物；攀缘植物
vi. 长成藤蔓；爬藤"
83,"n. 框架；结构； 画面
adj. 有木架的；有构架的
vt. 设计；建造；陷害；使…适合
vi. 有成功希望"
84,"n. 花；开花期；兴旺期；花开的状态
vi. 开花；兴旺；发展成"
85,vt. 驳回诉讼；忽视；不理睬
86,"n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱
vt. 乱丢；给…垫褥草；把…弄得乱七八糟
vi. 产仔；乱扔废弃物"
87,"n. 理想；典范
adj. 理想的；完美的；想象的；不切实际的"
88,"adj. 潮湿的；多雨的；含泪的
n. 潮湿"
89,adj. 金色的，黄金般的；珍贵的；金制的
90,n.  仙人掌
91,vt. 忍受；默许；宽恕
92,adj. 摄氏的； 摄氏温度的；百分度的
93,n. 动物，生物；人；创造物
94,"n. 观察；视野；意见；风景
vt. 观察；考虑；查看"
95,"n. 庇护；避难所；遮盖物
vt. 保护；使掩蔽
vi. 躲避，避难"
96,"n. 帐篷；住处；帷幕
vt. 用帐篷遮盖；使在帐篷里住宿
vi. 住帐蓬；暂时居住"
97,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长"
98,vi. 浮现；摆脱；暴露
99,n. 害虫；有害之物；讨厌的人
100,"v. 使厌烦（bore的过去式）；烦扰
adj. 无聊的；无趣的；烦人的"
101,"n. 松紧带；橡皮圈
adj. 有弹性的；灵活的；易伸缩的"
102,adj. 人造的；仿造的；虚伪的；非原产地的；武断的
103,adj. 防弹的
104,"n. 背心；汗衫
vt. 授予；使穿衣
vi. 归属；穿衣服"
105,"n. 咬；一口；咬伤；刺痛
abbr. 机内测试设备（Built-In Test Equipment）
vt. 咬；刺痛
vi. 咬；刺痛"
106,adv. 很少地；难得；罕有地
107,"n. 毒药，毒物；酒；有毒害的事物； 抑制剂
adj. 有毒的
vt. 污染；使中毒，放毒于；败坏；阻碍
vi. 放毒，下毒"
108,"n. 请客；款待
vi. 探讨；请客；协商
vt. 治疗；对待；探讨；视为"
109,"n. 混乱；骚乱
vt. 使失调；扰乱"
110,vi. 过冬；（动物）冬眠；（人等）避寒
111,vi. 发生；出现；存在
112,adv. 连续不断地
113,n. 没有；缺乏；缺席；不注意
114,"n.  脉冲；脉搏
vt. 使跳动
vi. 跳动，脉跳"
115,"n. 比率，率；速度；价格；等级
vt. 认为；估价；责骂
vi. 责骂；被评价"
116,"n.  两栖动物；水陆两用飞机；具有双重性格的人
adj. 两栖类的； 水陆两用的；具有双重性格的"
117,"n. 搅拌；轰动
vi. 搅动；传播；走动
vt. 搅拌；激起；惹起"
118,"vt. 打扰；妨碍；使不安；弄乱；使恼怒
vi. 打扰；妨碍"
119,"n. 贼窝，私室；兽穴，窝巢；小房间
vt. 把……赶进洞穴
vi. 藏到洞里；住在肮脏简陋的小房间里"
120,adv. 意外地；偶然地
121,"n. 破碎；扣球；冲突；大败
vt. 粉碎；使破产；溃裂
adj. 了不起的；非常轰动的；出色的
vi. 粉碎；打碎"
122,"n. 女士，小姐，年轻未婚女子
vt. 错过，想念，缺（勤）"
123,adv. 临时地，临时
124,adj. 有罪的；内疚的
125,n. 道德心，良心
126,"n. 恶棍
adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的
vt. 坚持；忍受，忍耐
adv. 强硬地，顽强地"
127,"n. 男人，家伙
vt. 嘲弄，取笑
vi. 逃跑"
128,"vt. 取笑；戏弄；梳理；欺负；强求；使起毛
n. 戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩
vi. 取笑"
129,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
130,n. 行为；习性；运行状况（=behavior）
131,"n. 遗憾；抱歉；悲叹
vi. 感到后悔；感到抱歉
vt. 后悔；惋惜；哀悼"
132,n. 暴力；侵犯；激烈；歪曲
133,n. 检验；签出；结账台；检出
134,"n. 笔记；音符；票据；注解；纸币；便笺；照会；调子
vt. 注意；记录；注解"
135,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
136,"n. 怨言
adv. 抱怨地表示；嘟囔地说
vi. 抱怨；嘟囔
vt. 喃喃地说出"
137,n. 误差；错误；过失
138,"n. 队列；长队；辫子
vt. 将…梳成辫子；使…排队
vi. 排队；排队等候"
139,n. 顾问；参赞；辅导员（等于counselor）；律师；法律顾问
140,"vt. 踌躇，犹豫；有疑虑，不愿意
vi. 踌躇，犹豫；不愿"
141,"n. 情况；实例；箱
vt. 包围；把…装于容器中"
142,"vt. 说服，劝说；使某人相信；劝某人做（不做）某事
adj. 空闲的，有闲的
vi. 说服；被说服"
143,"n. 接触，联系
vt. 使接触，联系
vi. 使接触，联系"
144,"n. 运输；运输机；狂喜；流放犯
vt. 运输；流放；使狂喜"
145,"n. 痛苦；危害；痛苦的原因
vt. 使受伤；损害；使疼痛；使痛心
adj. 受伤的；痛苦的；受损的
vi. 感到疼痛；有坏处；带来痛苦"
146,"vi. 遭受，忍受；受痛苦；经验；受损害
vt. 遭受；忍受；经历"
147,"n. 商业广告
adj. 商业的；营利的；靠广告收入的"
148,n. 消费者；用户，顾客
149,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
150,adj. 典型的；特有的；象征性的
151,n. 男演员；行动者；作用物
152,n. 广告客户；刊登广告的人
153,n. 教育家；教育工作者；教师
154,adj. 唯物主义的；唯物论的；金钱至上的
155,"n. 调查；测量；审视；纵览
vt. 调查；勘测；俯瞰
vi. 测量土地"
156,n.  财产；所有物（possession的复数形式）
157,"n. 禁令，禁忌
vt. 禁止，取缔"
158,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
159,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
160,"n. 薪水
vt. 给...加薪；给...薪水"
161,adv. 此外；而且
162,"n. 畅销品
adj. 最畅销的；畅销作品的"
163,n. 协会，联盟，社团；联合；联想
164,"n. 赞助者；主办者；保证人
vt. 赞助；发起"
165,"n. 副手；代理人
adj. 第二的；中等的；次要的；中级的"
166,"n.  把手；柄；手感；口实
vt. 处理；操作；运用；买卖；触摸
vi. 搬运；易于操纵"
167,n. 储蓄；存款；救助；节省物（saving的复数形式）
168,n. 管理；管理人员；管理部门；操纵；经营手段
169,"n. 预算，预算费
adj. 廉价的
vt. 安排，预定；把…编入预算
vi. 编预算，做预算"
170,"n. 全家人，一家人；(包括佣工在内的)家庭，户
adj. 家庭的；日常的；王室的"
171,"n. 费用（expense的复数形式）； 开支
v. 向…收取费用；被花掉（expense的第三人称单数形式）"
172,"vi. 投资，入股；花钱买
vt. 投资；覆盖；耗费；授予；包围"
173,"n. 兴趣，爱好；利息；趣味；同行
vt. 使……感兴趣；引起……的关心；使……参与"
174,"n. 吉他，六弦琴
vi. 弹吉他"
175,adj. 诚实的，实在的；可靠的；坦率的
176,"n. 病人；患者
adj. 有耐心的，能容忍的"
177,"vt. 改善，增进；提高…的价值
vi. 增加；变得更好"
178,adj. 自信的；确信的
179,n. 勇气；胆量
180,n. 友谊；友爱；友善
181,n. 钦佩；赞赏；羡慕；赞美
182,"n. 尊敬，尊重；方面；敬意
vt. 尊敬，尊重；遵守"
183,"n. 支持，维持；支援，供养；支持者，支撑物
vt. 支持，支撑，支援；扶持，帮助；赡养，供养"
184,"n. 信任，信赖；责任；托拉斯
vt. 信任，信赖；盼望；赊卖给
vi. 信任，信赖；依靠"
185,"n. 人事消息栏；人称代名词
adj. 个人的；身体的；亲自的"
186,"n. 质量， 品质；特性；才能
adj. 优质的；高品质的；<英俚>棒极了"
187,"v. 关心；照顾（care的现在分词）
adj. 有同情心的；表示或感到关怀或关心的"
188,vt. 描述，形容；描绘
189,n. 外貌，外观；出现，露面
190,"n. 直；直线；直男，直女，异性恋者
adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的
adv. 直接地；不断地；立即；坦率地"
191,"n. 黑暗；夜；黄昏；模糊
adj. 黑暗的，深色的；模糊的；无知的；忧郁的"
192,"adj. 相同的；同一的；上述的（通常与the连用）；无变化的
adv. 同样地（通常与the连用）
pron. 同样的事物或人（通常与the连用）"
193,"n. 基础；要素
adj. 基本的；基础的"
194,"n. 思想；思考；想法；关心
v. 想，思考；认为（think的过去式和过去分词）"
195,"conj. 无论以何种方式; 不管怎样
adv. 无论如何；不管怎样（接副词或形容词）；然而；可是"
196,"adj. 高兴的；乐意的；令人高兴的；灿烂美丽的
vt. 使高兴"
197,"n. 上升；高地；增加；出现
vt. 使…飞起；使…浮上水面
vi. 上升；增强；起立；高耸"
198,"n. 结束；目标；尽头；末端；死亡
vi. 结束，终止；终结
vt. 结束，终止；终结"
199,"n. 心脏；感情；勇气；心形；要点
vt. 鼓励；铭记
vi. 结心"
200,n. 地理；地形
201,"n. 角落，拐角处；地区，偏僻处；困境，窘境
vt. 垄断；迫至一隅；使陷入绝境；把…难住
vi. 囤积；相交成角"
202,n. 活动；行动；活跃
203,"n. 俱乐部，社团；夜总会；棍棒；（扑克牌中的）梅花
adj. 俱乐部的
vt. 用棍棒打；募集
vi. 集资；组成俱乐部"
204,"vi. 练习，实践；实施，实行；从事
vt. 练习，实践；实施，实行"
205,"vt. 解决；解答；溶解
vi. 作解答"
206,"vi. 发育；生长；进化；显露
vt. 开发；进步；使成长；使显影"
207,n. 技能，技巧；本领，技术
208,"n. 青少年（等于teenager）；愤怒；悲哀
adj. 十几岁的（等于teenaged）"
209,n. 杂志；弹药库；胶卷盒
210,n. 十几岁的青少年；十三岁到十九岁的少年
211,"n. 问候，招呼；祝贺
v. 致敬，欢迎（greet的现在分词）"
212,"n. 年级；等级；成绩；级别；阶段
vt. 评分；把…分等级
vi. 分等级；逐渐变化"
213,n.  能量；精力；活力；精神
214,n. 戏剧，戏剧艺术；剧本；戏剧性事件
215,adv. 真诚地；由衷地，诚恳地
216,n. 日志，日记；日记簿
217,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
218,n. 海报，广告；招贴
219,vt. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
220,adv. 幸好，侥幸；幸运地
221,"adv. 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要
adj. 公正的，合理的；正直的，正义的；正确的；公平的；应得的"
222,n. 展示；描述，陈述；介绍；赠送
223,n. 情绪，语气；心境；气氛
224,"n. 理智，精神；意见；智力；记忆力
vt. 介意；专心于；照料
vi. 介意；注意"
225,"n. 包装；一群；背包；包裹；一副
vt. 包装；压紧；捆扎；挑选；塞满
vi. 挤；包装货物；被包装；群集"
226,"vt. 庆祝；举行；赞美；祝贺；宣告
vi. 庆祝；过节；举行宗教仪式"
227,n. 成功，成就；胜利；大获成功的人或事物
228,adj. 岩石的，多岩石的；坚如岩石的；摇晃的；头晕目眩的
229,n. 足迹；脚印
230,"n. 雨天；湿气
adj.  潮湿的；有雨的
vt. 弄湿
vi. 变湿"
231,"n. 深处；深渊
adj. 深的；低沉的；深奥的
adv. 深入地；深深地；迟"
232,adj. 沙地的；多沙的；含沙的
233,"vt. 踢；反冲，朝后座
n. 踢；反冲，后座力
vi. 踢；反冲"
234,n. 城镇，市镇；市内商业区
235,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
236,"n. 南方，南边；南部
adj. 南的，南方的
adv. 在南方，向南方"
237,"n. 清除；空隙
adj. 清楚的；清澈的；晴朗的；无罪的
vt. 通过；清除；使干净；跳过
vi. 放晴；变清澈
adv. 清晰地；完全地"
238,adv. 大声地，响亮地
239,"n. 雷；轰隆声；恐吓
vt. 轰隆地发出；大声喊出
vi. 打雷；怒喝"
240,"adj. 闪电的；快速的
n. 闪电
vi. 闪电"
241,"n. 开始；新生；泛滥
adj. 新鲜的；清新的；淡水的；无经验的
adv. 刚刚，才；最新地"
242,"n. 聚集；衣褶；收获量
vt. 收集；收割；使…聚集；使…皱起
vi. 聚集；化脓；皱起"
243,adj. 和平的，爱好和平的；平静的
244,"n. 蛇；阴险的人
vt. 拉（木材等）；迂回前进
vi. 迂回前进"
245,"prep. 通过；穿过；凭借
adj. 直达的；过境的；完结的
adv. 彻底；从头至尾"
246,"n. 部分；角色；零件；一些；片段
adj. 部分的
vt. 分离；分配；分开
adv. 部分地
vi. 断裂；分手"
247,"n. 文章；物品；条款； 冠词
vt. 订约将…收为学徒或见习生；使…受协议条款的约束
vi. 签订协议；进行控告"
248,"n. 理由；理性；动机
vt. 说服；推论；辩论
vi. 推论；劝说"
249,adj. 活着的；活泼的；有生气的
250,n. 沙塔
251,"n. 跟随；追随
vi. 跟随；接着
vt. 跟随；遵循；追求；密切注意，注视；注意；倾听"
252,"n.  分水岭，分水线
vt. 划分；除；分开；使产生分歧
vi. 分开；意见分歧"
253,"vi. 决定，下决心
vt. 决定；解决；判决"
254,"n. 产量；农作物；庄稼；平头
vt. 种植；收割；修剪；剪短
vi. 收获"
255,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
256,"n.  局部；当地居民；本地新闻
adj. 当地的；局部的；地方性的；乡土的"
257,n. 惯例，传统；传说
258,"vt. 继续说…；使…继续；使…延长
vi. 继续，延续；仍旧，连续"
259,n. 制度，体制；系统；方法
260,"n. 文件；档案；文件夹；锉刀
vt. 提出；锉；琢磨；把…归档
vi. 列队行进；用锉刀锉"
261,"adj. 令人惊异的
v. 使吃惊（amaze的ing形式）"
262,n. 行星
263,"num. 十亿
n. 十亿；大量
adj. 十亿的"
264,"n. 封面，封皮；盖子；掩蔽物;幌子，借口
vt. 包括；采访，报导；涉及
vi. 覆盖；代替"
265,n. 区域，地区；面积；范围
266,adj. 冰冻的；严寒的；冷冻用的
267,"n. 沙漠；荒原；应得的赏罚
vt. 遗弃；放弃；逃跑
adj. 沙漠的；荒凉的；不毛的
vi. 遗弃；开小差；逃掉"
268,n. 米；公尺；韵律
269,"n. 范围；延伸；河段；横风行驶
vi. 达到；延伸；伸出手；传开
vt. 达到；影响；抵达；伸出"
270,"n. 粮食；颗粒； 谷物；纹理
vt. 使成谷粒
vi. 成谷粒"
271,"n. 大千世界
adj. 广泛的；宽的，广阔的；张大的；远离目标的
adv. 广泛地；广阔地；充分地"
272,"n. 鲸；巨大的东西
vt. 猛揍；使惨败
vi. 捕鲸"
273,n. 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人
274,"vt. 提供；规定；准备；装备
vi. 规定；抚养；作准备"
275,"vi. 探索；探测；探险
vt. 探索；探测；探险"
276,"vi. 消失；失踪；不复存在
vt. 使…不存在；使…消失"
277,"n. 塑料制品；整形；可塑体
adj. 塑料的；（外科）造型的；可塑的"
278,vt. 保护，防卫；警戒
279,"n. 化学制品，化学药品
adj. 化学的"
280,n. 地下水
281,"n. 灼伤，烧伤；烙印
vt. 燃烧；烧毁，灼伤；激起…的愤怒
vi. 燃烧；烧毁；发热"
282,"n. 油；石油；油画颜料
vt. 加油；涂油；使融化
vi. 融化；加燃油"
283,"n. 气体； 瓦斯；汽油；毒气
vt. 加油；毒（死）
vi. 加油；放出气体；空谈"
284,adj. 有害的；能造成损害的
285,n. 网站（全球资讯网的主机站）
286,"vt. 拥有；承认
vi. 承认
adj. 自己的；特有的
n. 自己的"
287,n. 皇帝，君主
288,"n. 狩猎；搜寻
vt. 打猎；搜索
vi. 打猎；搜寻"
289,"n. 战争，斗争；军事，战术；冲突，对抗，竞争
vi. 打仗，作战；对抗"
290,n.  沙暴；大风沙
291,n. 解决方案；溶液；溶解；解答
292,"n. 吹；打击；殴打
vt. 风吹
vi. 风吹；喘气"
293,n. 一代；产生；一代人；生殖
294,n. 航天服；太空服
295,"vt. 收集；募捐
adj. 由收件人付款的
vi. 收集；聚集；募捐
adv. 由收件人付款地"
296,"vt. 离开；留下；遗忘；委托
vi. 离开，出发；留下
n. 许可，同意；休假"
297,n.  公里； 千米
298,adj.  疲软的；虚弱的；无力的；不牢固的
299,"n. 领带；平局；鞋带；领结；不分胜负
vi. 打结；不分胜负；被用带（或绳子等）系住
vt. 系；约束；打结；与…成平局"
300,"adj. 低的，浅的；卑贱的；粗俗的；消沉的
adv. 低声地；谦卑地，低下地
n. 低；低价；低点；牛叫声
vi. 牛叫"
301,"n. 权衡；称重量
vt. 权衡；考虑；称…重量
vi. 重量为…；具有重要性；成为…的重荷；起锚"
302,"vi. 呼吸；低语；松口气；（风）轻拂
vt. 呼吸；使喘息；流露；低声说"
303,n. 设施；设备；容易；灵巧
304,"n. 冒险；冒险精神；投机活动
vt. 冒险；大胆说出
vi. 冒险"
305,"n. 及格；经过；护照；途径；传球
vt. 通过；经过；传递
vi. 经过；传递；变化；终止"
306,"n. 实验，试验；尝试
vi. 尝试；进行实验"
307,"vt. 准备；使适合；装备；起草
vi. 预备；做好思想准备"
308,"n. 梦想，愿望；梦
adj. 梦的；理想的；不切实际的
vt. 梦想；做梦；想到
vi. 梦想；做梦，梦见；想到"
309,"n. 机会，际遇；运气，侥幸；可能性
vt. 偶然发生；冒……的险
vi. 碰巧；偶然被发现"
310,"n. 上升运动
vi. 派人；寄信
vt. 发送，寄；派遣；使进入；发射"
311,n. 介绍；引进；采用；入门；传入
312,adv. 有一天，有朝一日
313,"n. 经验；经历；体验
vt. 经验；经历；体验"
314,n. 着陆器；出铁槽；把钩工人
315,"n. 岛；岛屿；安全岛；岛状物
adj. 岛的
vt. 孤立；使成岛状"
316,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
317,n. 诗
318,"n. 快车，快递，专使；捷运公司
vt. 表达；快递
adj. 明确的；迅速的；专门的"
319,n. 决心；果断；测定
320,adv. 已经，早已；先前
321,n. 世纪，百年；（板球）一百分
322,"n. n. 邻居;同胞；仁慈的人
vt. 邻接
vi. 住在邻近；毗邻；友善，和睦
adj. 邻居的；邻近的"
323,"n. 循环，周期；圆；圈子；圆形物
vt. 画圆圈；环绕…移动
vi. 盘旋，旋转；环行"
324,"n. 表面；表层；外观
adj. 表面的，肤浅的
vt. 使浮出水面；使成平面
vi. 浮出水面"
325,n. 公斤；千克
326,"n. 计划，规划；节目；程序
vt. 规划；拟…计划
vi. 编程序；制作节目"
327,"n. 东方；东风；东方国家
adj. 东方的；向东的；从东方来的
adv. 向东方，在东方"
328,"n. 西；西方；西部
adj. 西方的；朝西的
adv. 在西方；向西方；自西方"
329,"vt. 配制；混淆；使混和；使结交
vi. 参与；相混合；交往
n. 混合；混合物；混乱"
330,"n. 西方人；西部片，西部小说
adj. 西方的，西部的；有西方特征的"
331,"n. 风格；时尚；类型；字体
vt. 设计；称呼；使合潮流
vi. 设计式样；用刻刀作装饰画"
332,adj. 流行的，通俗的；受欢迎的；大众的；普及的
333,"n. 地点；位置；场所
vt. 设置；为…选址"
334,"prep. 穿过；横穿
adv. 横过；在对面"
335,"n. 成年人
adj. 成年的；成熟的"
336,"n. 上司；较年长者；毕业班学生
adj. 高级的；年长的；地位较高的；年资较深的，资格较老的"
337,n. 顾客；家伙
338,"n. 设计；图案
vt. 设计；计划；构思
vi. 设计"
339,"adj. 别的；其他的
adv. 其他；否则；另外"
340,n. 建议；示意；微量，细微的迹象
341,"n. 小费；尖端；小建议，小窍门；轻拍
vt. 给小费；倾斜；翻倒；装顶端
vi. 给小费；翻倒；倾覆"
342,adj. 有历史意义的；历史上著名的
343,"n.  列表；清单；目录
vi. 列于表上
vt. 列出；记入名单内"
344,"n. 风景；风景画；景色；山水画；乡村风景画；地形；（文件的）横向打印格式
vt. 对…做景观美化，给…做园林美化；从事庭园设计
vi. 美化（环境等），使景色宜人；从事景观美化工作，做庭园设计师"
345,n. 记忆，记忆力；内存， 存储器；回忆
346,"n. 一般；将军，上将；常规
adj. 一般的，普通的；综合的；大体的"
347,"n. 视力；景象；眼界；见解
adj. 见票即付的；即席的
vt. 看见；瞄准
vi. 瞄准；观看"
348,"adj. 自然的；物质的；天生的；不做作的
n. 自然的事情；白痴；本位音"
349,adv. 差不多，几乎
350,"vt. 适合；相称
vi. 成为；变得；变成"
351,n. 门；网关；方法；通道；途径
352,"n. 影响；势力；感化；有影响的人或事
vt. 影响；改变"
353,n. 艺术品；插图；美术品
354,"n. 绘画；油画；着色
v. 绘画（paint的ing形式）；涂色于"
355,n. 场面；情景；景象；事件
356,n. 妻子，已婚妇女；夫人
357,"n. 石头；结石； 宝石
adj. 石的，石制的
vt. 向扔石块；用石头铺"
358,n. 反射；沉思；映象
359,"n. 行为，行动；法令，法案；（戏剧，歌剧的）一幕，段；装腔作势
vt. 扮演；装作，举动像
vi. 行动；扮演，充当；表现，举止；假装，演戏；起作用，见效"
360,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
361,"vt. 参加；结合；连接
vi. 加入；参加；结合
n. 结合；连接；接合点"
362,adv. 清楚地，当然；明确地，肯定地
363,"n. 展览会；市集；美人
adj. 公平的；美丽的，白皙的； 晴朗的
vi. 转晴
adv. 公平地；直接地；清楚地"
364,"n. 火箭
vt. 用火箭运载
vi. 飞驰，飞快地移动；迅速增加"
365,"vt. 发射（导弹、火箭等）；发起，发动；使…下水
vi. 开始；下水；起飞
n. 发射；发行，投放市场；下水；汽艇"
366,"n. 呼喊；呼叫
vi. 呼喊；喊叫；大声说
vt. 呼喊；大声说"
367,"n. 力量，能力；电力，功率；政权，势力； 幂
adj. 借影响有权势人物以操纵权力的
vt. 激励；供以动力；使…有力量
vi. 快速前进"
368,n. 片刻，瞬间，时刻；重要，契机
369,n. 成员；会员；议员
370,"n. 形状；模型；身材；具体化
vt. 形成；塑造，使成形；使符合
vi. 形成；成形；成长"
371,"n. 远足；徒步旅行；涨价
vt. 提高；拉起；使…高涨
vi. 远足；徒步旅行；上升"
372,adv. 最近；新近
373,"vi. 出席；致力于；照料；照顾
vt. 出席；上（大学等）；照料；招待；陪伴"
374,n. 慈善；施舍；慈善团体；宽容；施舍物
375,n. 销售；出售；拍卖；销售额；廉价出售
376,"n. 小吃，快餐；一份，部分
vi. 吃快餐，吃点心"
377,n. 差异；不同；争执
378,vi. 竞争；比赛；对抗
379,n. 事件，大事；项目；结果
380,"n. 匙，勺子；一杓的量
vt. 用匙舀；使成匙状
vi. 轻轻向上击"
381,"n. 年刊，年鉴；一年生植物
adj. 年度的；每年的"
